stockid,year,Q1Rev,Q2Rev,Q3Rev,Q4Rev,Q1Grate,Q2Grate,Q3Grate,Q4Grate
2419,2005,203262,262889,317797,370260,-0.34,-0.16,-0.07,-0.33
2420,2005,276419,294742,392251,382535,-0.05,-0.09,0.25,0.16
2421,2005,462554,546125,648996,714095,-0.08,-0.01,0.13,0.36
2423,2005,139497,165122,164200,214737,-0.12,-0.11,-0.04,0.37
2424,2005,153022,117788,108604,244468,-0.3,-0.49,-0.47,-0.03
2425,2005,303307,291924,220991,266399,-0.33,-0.25,-0.44,-0.33
2426,2005,228297,306849,351972,318034,-0.12,0.01,0.27,0.38
2427,2005,319117,461605,273705,495386,-0.39,0.43,-0.16,-0.47
2428,2005,119853,135946,163274,189713,-0.06,0.05,0.11,0.45
2429,2005,134627,101591,129849,155341,0.28,0,0.1,0.39
2430,2005,3567462,3458037,4310048,3679588,-0.05,-0.09,0.09,-0.01
2431,2005,451322,371659,324285,310563,0.85,0.22,0.15,-0.11
2432,2005,162043,238904,205423,214508,-0.17,0.38,0.41,0.51
2433,2005,156955,168593,165731,167167,0.07,0.03,-0.03,-0.04
2434,2005,83233,88150,76263,81405,0.13,0.01,-0.01,-0.02
2436,2005,119602,112476,153932,155115,-0.3,-0.38,-0.13,0.15
2437,2005,71028,66576,80462,65925,-0.41,-0.5,-0.39,-0.34
2438,2005,1099497,1402437,1108855,1563035,0.12,0.24,-0.09,0.15
2439,2005,179788,253811,483236,593821,0.04,0.13,0.96,0.96
2440,2005,297324,241929,326300,388058,-0.04,-0.25,0.09,0.08
2441,2005,691048,768981,947571,1064134,-0.1,0.01,0.28,0.45
2442,2005,993758,1569604,1909406,2209439,-0.24,0.11,1.95,0.93
2443,2005,381417,391077,349860,459135,-0.32,-0.2,-0.12,0.17
2444,2005,400646,434043,434290,399817,-0.42,0.03,0.07,-0.33
2446,2005,802030,1085259,1477165,1983977,0.02,0.39,1.32,1.77
2447,2005,204245,326665,310660,400515,-0.15,-0.02,-0.1,-0.06
2448,2005,328448,405702,451985,495783,-0.16,-0.06,0.34,0.65
2449,2005,967886,1133377,1372668,1639929,-0.15,-0.14,-0.03,0.44
2450,2005,2172126,2261030,2082983,1919289,0.03,0.1,-0.08,-0.1
2451,2005,1905294,1777377,2125539,2393062,0.19,0.17,0.1,0.07
2452,2005,203688,208018,231919,275983,0.1,0.04,0.16,0.32
2453,2005,168021,256973,230451,321965,0,-0.1,-0.06,-0.24
2454,2005,4509400,4985153,6383358,7367696,-0.06,0.03,0.14,0.53
2455,2005,46883,61531,71173,87546,-0.16,-0.12,0.1,0.86
2456,2005,142653,151737,185026,202376,0.13,0.1,0.26,0.42
2457,2005,956827,1050674,1154171,1257401,0.07,0.01,0.02,0.01
2458,2005,386161,638965,638490,555813,-0.31,-0.19,-0.24,0.16
2459,2005,550179,695616,818033,851864,-0.31,-0.18,0.14,0.29
2460,2005,205763,229533,250982,270862,0.01,0.14,0.06,0.26
2461,2005,115818,97257,99788,110468,-0.1,-0.4,-0.27,0.04
2462,2005,177697,183254,228994,224554,0.07,0.06,0.07,0.05
2463,2005,141068,132117,141251,170132,-0.24,-0.29,-0.08,-0.01
2464,2005,502385,508097,525510,555631,0.28,0.1,0.07,0.21
2465,2005,1274398,922282,1293842,1358698,0.67,0.07,0.17,-0.19
2466,2005,93121,106818,113832,138689,-0.03,-0.03,-0.07,0.29
2467,2005,177588,165617,208933,255257,0.19,-0.24,-0.06,0.21
2468,2005,212917,242415,227546,257963,0.09,-0.12,-0.1,-0.21
2469,2005,245223,241416,292118,371735,0.27,0.22,0.26,0.47
2470,2005,1611785,1685861,1917941,705873,-0.03,-0.14,0.04,-0.61
2471,2005,60341,69819,88888,73923,-0.2,-0.15,0.13,-0.13
2472,2005,222616,248194,288143,332577,-0.27,-0.25,-0.03,0.34
2473,2005,170819,176123,174086,184611,0.16,0.1,0.01,0.01
2474,2005,140122,147418,119124,116559,-0.23,-0.32,-0.34,-0.3
2475,2005,6408997,8736600,11122768,13268406,-0.43,-0.29,0.29,0.94
2476,2005,146486,163843,170142,178000,0.05,0.2,0.22,0.03
2477,2005,344375,463549,535620,624627,-0.17,0.16,-0.06,0.06
2478,2005,153551,155697,173974,175702,-0.06,-0.2,-0.07,0.01
2479,2005,287941,259331,171968,16891,-0.55,-0.49,-0.39,-0.96
2480,2005,617949,577323,548304,539331,-0.02,-0.17,-0.24,-0.1
2481,2005,396276,538842,779081,691585,0.03,0.18,0.6,0.57
2482,2005,135334,111964,109216,119397,0.37,-0.15,-0.32,-0.36
2483,2005,129818,140915,151280,150871,0.74,0.75,0.12,0.11
2484,2005,136052,151553,171976,167434,-0.02,-0.03,0.06,0.09
2485,2005,515818,389899,395609,568336,0.37,0.12,-0.07,0.02
2486,2005,154108,185444,233401,269892,0.34,0.36,0.67,0.67
2487,2005,55256,85151,74981,68883,-0.26,-0.05,0.07,-0.21
2488,2005,171380,189542,214819,185438,-0.26,-0.24,-0.25,-0.16
2489,2005,977581,1010565,1748232,2121679,-0.54,-0.44,0.24,0.79
2491,2005,90955,81113,124367,131198,-0.57,-0.63,-0.34,-0.22
2492,2005,659214,767765,887224,1013449,-0.11,-0.02,0.21,0.34
2493,2005,377928,371411,423517,342578,0.57,-0.15,0.17,-0.27
2494,2005,76532,138635,116088,251044,-0.77,-0.26,-0.15,1.67
2495,2005,343306,348605,381328,397993,-0.1,-0.18,0.11,0.04
2496,2005,15377,10977,11133,10527,-0.11,-0.25,-0.34,-0.12
2497,2005,105896,92157,106057,122311,0.08,-0.34,-0.42,-0.19
2498,2005,6625314,7722031,8281315,13765110,0.92,0.91,1.34,0.92
2499,2005,203878,310752,296706,371059,-0.07,0.2,0.07,0.49
2501,2005,191152,171284,130474,140152,-0.37,-0.01,0.14,-0.58
2504,2005,1277916,1402301,1484504,1599920,-0.16,-0.1,0.17,0.13
2505,2005,6209,381383,29360,475707,-0.97,46.09,3.18,17.02
2506,2005,168631,201682,261058,253257,-0.32,-0.44,-0.35,-0.32
2509,2005,162059,50856,60350,163402,0.7,-0.61,-0.01,1.12
2511,2005,487220,956847,348259,2368839,0.94,1.31,-0.51,0.17
2514,2005,4311,130520,3439,2718,-0.81,27.17,-0.13,-0.23
2515,2005,1413368,1908898,1545797,1886988,0.15,0.47,0.17,0.2
2516,2005,826037,699212,801553,886448,0.02,-0.31,-0.08,-0.06
2520,2005,59457,102667,214767,571558,-0.89,-0.32,2.36,6.24
2521,2005,5734,3774,6945,2140,-0.14,-0.26,0.24,-0.6
2523,2005,899420,908416,679896,690648,-0.16,-0.18,-0.41,-0.5
2524,2005,391279,464354,370573,444218,-0.28,-0.17,0.44,-0.45
2526,2005,1718741,1757678,1764247,1407034,0.48,-0.34,-0.24,-0.54
2527,2005,13907,691465,14667,16324,-0.87,5.39,-0.78,-0.27
2528,2005,8466,3789,2399,9280,1.56,-0.4,-0.94,1.08
2530,2005,20146,35979,19156,135761,-0.68,-0.51,-0.74,3.66
2533,2005,40137,31508,50568,16229,3.23,1.04,2.81,-0.29
2534,2005,216929,111702,1166,1255653,0.07,2.22,-0.83,13.45
2535,2005,568406,996967,1111140,1626433,-0.01,0.65,-0.39,1.03
2536,2005,322209,355997,579541,580105,25.23,-0.43,1.44,-0.17
2537,2005,8510,19526,39883,391156,-0.72,-0.09,52.07,22.04
2538,2005,60392,120509,27205,677973,1.76,-0.24,-0.94,3.35
2539,2005,225647,345383,504,495,50.99,8.79,-0.99,0.25
2540,2005,1148,830,828,829,-0.95,-0.95,-0.92,-0.26
2542,2005,628897,208288,382340,344909,2.15,-0.77,0.51,0.24
2543,2005,608617,623880,588322,792176,0.52,0.22,-0.11,0.19
2545,2005,280645,618219,486067,447593,1.58,0,0.61,0.33
2546,2005,412875,416140,421059,605951,0.75,1.45,1.15,0.34
2547,2005,289548,353017,279109,52042,-0.14,1.16,-0.18,-0.93
2548,2005,1025537,909304,636487,360280,4.33,1,0.97,0.92
2549,2005,0,945,12615,179010,-100,0,-100,-100
2550,2005,10525,11489,13989,181788,-0.96,-0.96,-0.87,4.78
2557,2005,319358,471160,325289,564506,0,0,-0.13,-0.04
2568,2005,2110,14314,64648,23964,-0.95,-0.79,0.57,1.76
2569,2005,314010,525646,402160,669400,-0.21,-0.15,-0.05,-0.27
2573,2005,16022,20411,15876,13856,-0.49,-0.21,-0.07,-0.29
2577,2005,17010,295180,55109,207536,-0.67,0.26,1.21,-0.15
2579,2005,118148,107888,106486,120459,0.07,-0.19,-0.14,-0.14
2580,2005,138825,369296,173140,449225,0.51,1.04,-0.23,-0.29
2584,2005,301031,322650,328638,339548,0.43,0.06,0.03,0.01
2591,2005,121735,137543,75944,133154,3.83,2.41,0.4,-0.35
2592,2005,172751,807777,528782,714224,1.34,1.76,0.06,0.43
2601,2005,9742,13975,14284,33663,-0.41,-0.17,-0.15,1.05
2603,2005,5230722,5424276,5209141,5174495,0.13,0.05,-0.09,-0.07
2605,2005,159229,128828,114024,117282,0.06,-0.16,0.21,-0.16
2606,2005,576767,431665,321139,381210,0.12,-0.2,-0.37,-0.47
2607,2005,561286,590070,590461,598601,0.04,0,0.01,0
2608,2005,688445,698665,718913,715140,0.19,0.16,0.15,0.09
2609,2005,9354633,10425267,11348784,10987814,0.15,0.09,0.03,0.05
2610,2005,12049670,12857154,14605574,14831404,0.12,0.16,0.11,0.14
2611,2005,83247,89853,89369,86241,-0.58,-0.58,-0.6,-0.44
2612,2005,180648,181937,182264,190413,0.32,0.12,0.1,-0.05
2613,2005,163095,168669,168161,174871,0.06,-0.03,-0.11,-0.01
2614,2005,1890666,2078301,1933697,1872657,0.2,0.15,0.1,0.02
2615,2005,5504214,6136128,6391278,6800927,0.17,0.1,0.02,0.06
2616,2005,917755,1012070,1139221,1236287,0.32,0.23,0.31,0.34
2617,2005,466122,433630,410375,371784,0.42,0.06,-0.04,-0.09
2618,2005,10263377,10323341,11559526,11861740,0.09,0.07,0.05,0.05
2619,2005,599170,614360,833307,872449,0.08,0.05,0.32,0.35
2621,2005,812908,854092,926324,830580,0.01,-0.05,-0.08,-0.04
2626,2005,3957,13403,1838,15865,-0.03,0.03,-0.24,-0.12
2628,2005,1058818,1199172,1215129,1258521,0.22,0.24,0.17,0.12
2630,2005,84291,142932,135199,171362,-0.47,0.17,-0.1,-0.23
2634,2005,971483,1328516,1156669,1973513,0.7,0.04,0.04,-0.08
2635,2005,15524,15355,17507,18450,1.04,-0.05,0.04,0.08
2701,2005,30321,29717,29758,29134,0,-0.09,-0.05,-0.05
2702,2005,21610,20449,21549,25555,0.36,0.31,0.05,0.24
2704,2005,337719,318012,299725,341173,0.17,0.2,0.11,0.11
2705,2005,270716,279437,290171,293276,0.1,0.15,0.11,0.03
2706,2005,32077,32536,33535,34570,-0.05,-0.05,-0.05,0.13
2707,2005,341881,343057,307284,346505,0.21,0.17,0.08,0.06
2708,2005,0,0,0,0,0,0,0,0
2711,2005,99175,109058,110137,90042,0.07,0.2,-0.06,-0.09
2712,2005,165969,150501,238856,141079,0.17,-0.18,-0.09,-0.12
2716,2005,492457,478445,519101,552549,0.27,0.21,0.12,0.04
2717,2005,16755,16958,19992,16547,-8.0699997,-10.04,11.44,1.96
2801,2005,5204624,5126267,5225178,5845957,0.05,0.11,0.07,0.14
2807,2005,2006364,2211432,2338939,2465574,0.09,0.21,0.24,0.32
2808,2005,1945293,2084304,2212491,1431373,0.17,0.29,0.25,-0.22
2809,2005,622425,632766,626868,606200,0.01,0.05,0.04,-0.06
2811,2005,547267,498399,461328,452035,0.13,-0.04,-0.07,-0.17
2812,2005,1048332,1122471,1094582,1106470,0.07,0.13,0.09,0.01
2816,2005,3054386,1907911,1975209,1843957,0.06,0.23,0.03,0.02
2820,2005,568164,615748,732879,656589,-0.03,0.03,0.3,0.16
2823,2005,9357159,8966987,8396283,10829260,0.2,0.09,0.05,0.27
2825,2005,1604546,1574434,1409073,1789149,0.1,0.23,-0.02,0
2827,2005,313342,324765,244944,336715,-0.36,-0.11,-0.26,0.35
2831,2005,1592263,1633509,1720465,1764939,0.11,0.14,0.19,0.14
2832,2005,856135,1034772,873590,1133052,-0.16,0.16,2.28,-0.03
2833,2005,6305452,7687767,8204367,9257207,-0.06,-0.06,0.07,0.07
2834,2005,3550341,3669319,3922154,3958348,0.01,0.04,0,-0.03
2836,2005,510368,526287,572612,554492,-0.11,-0.05,0.06,0.02
2837,2005,2509932,2605497,2646821,2515050,0.07,0.05,0,-0.03
2838,2005,2089037,2279721,2464224,2452072,0.31,0.36,0.22,0.19
2841,2005,45170,229873,102952,56688,-0.66,0.57,0.07,-0.2
2845,2005,1816321,2027524,1937393,2269610,0.16,0.27,0.17,0.35
2847,2005,1664257,1552712,1436617,1299729,0.13,0.02,-0.09,-0.14
2848,2005,1876534,1114664,948089,918745,0,0.19,0.07,0.04
2849,2005,1891685,1859183,1848701,1716140,0.81,0.18,0,-0.04
2850,2005,2848449,2023810,1923233,1911658,0.12,0.23,0.08,0.16
2851,2005,1589948,1734954,1759058,1655337,0.02,0.11,0.13,0.22
2852,2005,1439916,1640458,1270403,1239088,0.1,0.45,0.11,0.09
2854,2005,588222,544802,765537,838786,-0.58,-0.34,0.44,0.37
2855,2005,470359,407210,546216,630673,-0.43,-0.36,0.35,0.21
2856,2005,807524,671769,832633,691685,-0.43,-0.18,0.47,0.08
2857,2005,1099817,1189141,1153495,1092200,-0.03,0.13,0.07,-0.01
2858,2005,3095295,3061806,3212161,3240896,-0.11,0.07,0.21,0.04
2859,2005,3594417,2721082,2284072,2317142,0.05,0.19,0.1,0.04
2860,2005,275699,247156,221567,194208,-0.14,-0.19,-0.5,-0.3
2861,2005,539402,931820,589888,162526,0.03,0.06,0.01,-0.7
2863,2005,1688412,1648732,1462863,1682225,0.02,0.14,0.35,0.18
2865,2005,2660403,1370981,1252043,1204926,0.84,0.03,-0.62,-0.61
2867,2005,7974158,6846429,7812839,8632987,0.13,0.13,0.22,0.15
2869,2005,11916272,15313548,16162460,12623793,0.47,5.08,0.59,0.32
2870,2005,616279,837242,817161,1058813,0.21,0.24,-0.15,0.05
2871,2005,84206,102565,101453,137486,4.82,1.37,0.23,0.78
2872,2005,98772,147519,245736,170598,-0.21,0,1.2,0.05
2873,2005,117346,120569,120450,142678,-0.2,-0.21,-0.48,0.05
2874,2005,437986,436751,486135,437746,-0.27,-0.17,0.16,-0.01
2875,2005,2888193,3200070,1430766,1944315,0.15,1.31,-0.25,-0.45
2876,2005,1573046,1714268,1812249,3724885,-0.05,0.13,-0.01,0.48
2877,2005,3360964,2099096,1348800,1818517,0.08,0.8,0.05,0.31
2878,2005,110546,111566,112950,105464,0.97,0.23,0.05,-0.3
2880,2005,1275454,821526,1177425,1418388,-0.13,-0.31,-0.05,-0.06
2881,2005,2085573,1404421,2876782,1106702,-0.04,-0.28,0.37,-0.04
2882,2005,2574892,3121648,8460503,-2580230,-0.56,-0.04,1.13,-2.32
2883,2005,1083425,1473489,2088420,1219064,-0.47,1.04,-1.99,9.89
2884,2005,701328,644599,549949,406036,-0.08,-0.15,-0.09,0
2885,2005,239045,212249,-232510,-593896,-0.63,-0.23,-1.72,-2.53
2886,2005,2572653,2416361,2828970,3357571,-0.04,0,0.36,-0.11
2887,2005,1715534,1267835,1359478,1338945,0.1,-0.17,-0.02,-0.07
2888,2005,1534021,1051331,1023929,215718,0.3,1.15,-0.28,-0.29
2889,2005,500005,529206,257846,116018,0.34,0.38,-0.62,-0.49
2890,2005,536188,500312,773736,-56502,-0.39,-0.26,0.45,-1.14
2891,2005,2525801,2670540,2292730,1149023,0.01,0.35,-0.12,-0.1
2892,2005,1332650,1122274,1564075,905234,-0.22,-0.2,0.36,-0.04
2893,2005,1679737,1557551,1470321,1554532,0.07,0.11,-0.03,0.1
2894,2005,162117,148104,178849,161400,0.08,0.06,-0.03,0.12
2895,2005,887915,892157,950801,971245,0.17,0.16,0.15,0.1
2896,2005,256658,264871,271741,269560,-0.03,0.01,0.06,0.07
2897,2005,485141,499452,641994,656054,0.02,0.32,0.96,0.72
2899,2005,610987,592577,671149,783904,0.31,0.31,0.27,0.26
2901,2005,96365,85333,87234,91638,0,-0.09,-0.11,-0.09
2903,2005,2461233,1967380,2016696,2732770,0.09,0.03,0.1,0.04
2904,2005,41031,38766,33035,36208,-0.14,-0.12,-0.19,-0.03
2905,2005,1125933,1059175,1172277,1061319,0.02,-0.06,0.02,0.06
2906,2005,998916,771417,849883,839509,-0.09,-0.18,-0.33,-0.04
2908,2005,2065821,2218318,2347998,2212731,0.08,-0.02,-0.03,0.07
2910,2005,342935,288392,272768,372366,0.09,0.01,0.02,-0.01
2911,2005,331895,232371,278944,323018,0.2,0.1,0.05,0.04
2912,2005,9878459,12344920,13017758,11579431,0.01,0.23,0.22,0.17
2913,2005,227423,234304,200882,161812,-0.18,-0.07,-0.41,-0.36
2915,2005,677602,741346,677042,705517,-0.19,-0.11,-0.23,-0.16
2916,2005,163938,129020,120857,193528,0.17,0.15,0.1,0.16
2918,2005,262141,253417,258779,274101,0.15,0.18,0.03,-0.03
2919,2005,419140,370463,376584,424536,1.43,1.36,0.16,0.01
2920,2005,66150,69091,127629,68579,-0.04,-0.15,-0.14,-0.06
2921,2005,353700,310712,307390,422041,51.630001,-0.25999999,-19.559999,55.509998
3002,2005,86661,87207,96918,122394,-0.12,0.19,0.13,0
3003,2005,141305,164931,159382,159917,-0.01,-0.06,-0.01,0.09
3004,2005,92813,83520,84006,105825,-0.47,-0.47,-0.44,0.07
3005,2005,4229600,4098115,4488200,6295048,0.27,0.08,-0.08,0.36
3006,2005,593643,675276,788983,797024,-0.49,-0.56,-0.23,0.25
3007,2005,390767,368442,349160,613456,0.06,0.17,-0.02,0.79
3008,2005,286428,346647,492404,752082,-0.2,0.11,0.7,1.72
3009,2005,13350649,15345656,20652361,27073643,0.08,0.01,0.75,1.27
3010,2005,1273068,1410924,1460934,1530595,0.21,0.13,0.15,0.3
3011,2005,172746,165929,207412,188890,0.64,0.38,0.37,-0.14
3012,2005,6030563,6781175,5049965,3414750,-0.1,-0.2,-0.29,-0.49
3013,2005,544459,479373,504190,571219,-0.05,-0.34,-0.3,-0.23
3014,2005,184451,182431,238535,291379,0.08,0.07,0.09,0.55
3015,2005,1040358,1072473,1238773,1417960,0.06,0.23,0.26,0.24
3016,2005,55811,61816,68391,79761,-0.14,-0.19,-0.15,-0.05
3017,2005,1046065,1152398,1167146,1384395,0.3,0.2,0.22,0.26
3018,2005,349285,317184,44049,630358,7.94,1.58,-0.81,1.42
3019,2005,773141,730957,1069911,1025965,0.19,0.1,0.27,-0.05
3020,2005,1680255,2017477,2601270,2442609,0.11,0.2,0.4,0.39
3021,2005,33880,26825,26239,27645,-0.87,-0.88,-0.84,-0.39
3022,2005,399639,430504,310622,279461,0.13,0.13,-0.27,-0.3
3023,2005,360585,414306,424564,500795,0,0.05,0.17,0.28
3024,2005,834496,1133450,1262575,1710830,0.76,0.35,0.15,1.58
3025,2005,36520,60270,57044,66554,0.09,0.24,0.26,-0.08
3026,2005,1379987,1457732,1373261,1418261,0.33,0.28,-0.04,0
3027,2005,117867,147235,172060,218256,-0.13,-0.13,-0.01,0.15
3028,2005,1279270,1332352,1500490,1560072,0.01,0.03,0,0.11
3029,2005,299769,312544,301647,341154,-0.06,-0.09,0.06,0.04
3030,2005,108475,134633,233483,209262,-0.1,-0.42,-0.01,0.53
3031,2005,246916,305131,349948,345538,-0.15,-0.08,0.3,0.45
3032,2005,285392,285284,307087,367625,0.21,0.17,0.02,0.15
3033,2005,1489594,1564817,1802581,2212946,0.02,0.09,0.19,0.49
3034,2005,2547900,3103314,3415320,3925225,0.33,0.28,0.53,0.79
3035,2005,667649,751474,758476,694738,0.23,0.2,0.15,0
3036,2005,2904380,3074621,3611988,3669246,0.38,0.41,0.62,0.58
3037,2005,2300988,2253219,2673612,3180839,0.39,0.13,0.22,0.29
3038,2005,456126,540589,633635,598167,-0.06,0.17,0.47,0.75
3040,2005,76230,48104,79263,49706,-0.5,-0.58,-0.25,-0.4
3041,2005,459650,506394,537536,560456,-0.49,-0.24,-0.24,-0.28
3042,2005,376984,402216,439234,500933,0.3,0.07,0.13,0.18
3043,2005,281316,323779,340275,387337,0.25,0.3,0.16,0.22
3044,2005,1295829,1383817,1631884,1634332,0.34,0.18,0.44,0.3
3045,2005,5687651,5959288,6306160,6209931,0.03,0.08,0.09,0.09
3046,2005,1604263,1106275,1018448,1072949,-0.22,-0.4,-0.43,-0.45
3047,2005,200129,239276,230433,280513,0.08,0.06,0.27,0.13
3048,2005,2459681,2267520,2581466,2793609,-0.08,0.16,0.11,0.16
3049,2005,735700,467822,697846,1050251,-0.3,-0.56,-0.19,0.27
3050,2005,229278,117484,147063,211360,-0.01,-0.51,-0.67,-0.52
3051,2005,2545308,2611236,2687078,3037440,0.28,0.02,0.35,0.54
3052,2005,468573,461163,314277,210407,1.14,0.19,-0.24,-0.72
3053,2005,1058,94,450,1816,-0.9,-0.99,-0.94,-0.86
3054,2005,50483,36469,35527,29761,-0.54,-0.62,-0.61,-0.71
3055,2005,773780,620193,891137,1217614,-0.29,-0.42,-0.29,0.53
3056,2005,22959,47366,67977,29730,-0.4,-0.09,-0.32,-0.58
3057,2005,176530,166806,194425,144047,0.17,0.02,0.21,-0.2
3058,2005,443839,468380,548935,603270,0.08,0.22,0.13,0.27
3059,2005,876321,1417587,2346413,3513021,-0.19,0.34,1.33,2.83
3060,2005,604802,625093,678781,605729,0.06,0.14,0.11,-0.11
3061,2005,94442,92726,98450,123665,0.11,-0.28,-0.23,-0.12
3062,2005,1669100,1920942,1732506,1459730,0.3,0.44,0.01,-0.17
3063,2005,468294,543863,622663,729103,-0.4,-0.38,-0.24,0.32
3064,2005,72112,60482,31410,33668,2.26,0.88,-0.27,-0.54
3065,2005,784070,1023074,815943,807898,0.68,0.28,0.2,0.29
3066,2005,167900,180277,234483,227670,-0.15,-0.1,0.31,0.24
3067,2005,98261,105239,127689,111223,-0.07,-0.07,-0.03,-0.04
3068,2005,34787,47787,68077,64850,0.03,0.43,0.52,0.82
3069,2005,42398,41806,54262,38013,-0.25,-0.04,0.47,-0.12
3071,2005,313929,308035,376185,392217,0.1,0.12,0.32,0.21
3073,2005,77231,182682,222019,199130,0.28,0.22,0.4,1.4
3074,2005,1043908,1153338,1380520,1610977,-0.11,-0.07,0.07,0.15
3075,2005,24879,30169,28826,28740,0.37,0.83,0.25,0.9
3078,2005,360578,440439,420663,600642,-0.1,0.13,-0.12,0.14
3079,2005,547743,464369,505218,509179,0.5,0.04,0.04,-0.07
3080,2005,280483,331333,400945,447974,0.51,0.24,0.45,0.56
3083,2005,38236,37746,30840,29870,-0.43,-0.26,-0.32,-0.53
3085,2005,23761,26034,26517,24109,0.09,0,0.02,-0.03
3086,2005,22143,19900,32327,74730,-0.65,-0.67,-0.18,0.79
3087,2005,215331,189635,219601,221642,0,-0.22,-0.13,-0.02
3088,2005,129789,169540,167039,245611,-0.2,-0.05,-0.07,0.39
3089,2005,33552,47237,35692,61829,-0.53,-0.46,-0.47,0.49
3090,2005,214573,219235,245854,283676,0.44,0.31,0.34,0.44
3092,2005,69204,25180,40631,49773,0.67,-0.42,0.11,-0.03
3093,2005,80908,101820,106045,88474,-0.02,0.53,0.51,-0.12
3094,2005,26079,35985,39492,51422,-0.25,-0.06,0.9,0.51
3095,2005,135288,141996,165480,276639,-0.45,-0.35,-0.22,0.39
3096,2005,44871,36684,17069,13003,0.95,-0.37,-0.11,-0.71
3097,2005,128469,160860,156132,175803,0.72,0.31,-0.02,0.02
3098,2005,27423,31771,32086,54839,-0.03,-0.08,-0.08,0.41
3099,2005,284646,305157,402174,562504,-0.09,-0.04,0.2,0.76
3104,2005,7244,4407,8299,9257,1.1,-0.18,0.26,-0.77
3109,2005,17019,19069,19398,24686,0.33,0.94,0.5,0.5
3111,2005,6628,10612,8370,7574,-0.43,-0.03,-0.09,-0.01
3114,2005,300627,297092,311132,327673,-0.12,-0.07,0.14,0.12
3115,2005,15153,14168,17266,20895,0.16,-0.14,-0.04,0.25
3117,2005,48335,56259,57730,54890,0,1.4299999,0.80000001,2.4200001
3118,2005,26444,47151,32231,44913,0.07,0.45,0.21,0.03
3122,2005,22889,34798,43279,44541,-0.26,-0.27,0.12,0.03
3123,2005,11993,19590,5399,414,-0.13,0.11,-0.69,-0.97
3125,2005,898973,923947,876554,786653,0.2,0.19,0.03,-0.13
3126,2005,65823,80487,71007,67545,0.38,0.25,0.24,0.06
3127,2005,148843,235865,217516,191442,-0.51,-0.15,-0.24,0.17
3128,2005,134791,152914,141722,159991,0.02,0.04,0,-0.02
3130,2005,109982,128977,127586,113186,0.21,0.21,0.2,0.12
3137,2005,-7944,2559,3231,987,-1.56,-0.76,-0.78,-0.91
3138,2005,35531,44506,43143,44274,0.55,0,0.23,0.25
3139,2005,1084035,954441,1070516,1265746,0.09,-0.07,0.04,0.2
3141,2005,169389,164051,204781,210936,-0.18,-0.37,-0.19,0.18
3142,2005,472721,506818,498906,473428,-0.11,-0.23,-0.13,-0.02
3144,2005,69657,69358,107116,100754,0.02,0.02,0.61,0.38
3147,2005,47165,77384,101364,143524,-0.13,0.21,0.46,1.3
3149,2005,27502,42597,55802,54855,-0.46,-0.31,-0.04,0.55
3152,2005,47884,59726,78247,96227,0.07,0.2,0.71,0.71
3158,2005,18965,14873,13552,21323,0.02,-0.23,-0.11,-0.21
3161,2005,19902,18757,20037,20539,-0.54,-0.57,-0.35,-0.06
3162,2005,65103,63074,62276,69907,0.19,0.2,0.08,-0.01
3163,2005,56847,54874,53860,53441,-0.03,0.41,0.75,0.09
3164,2005,8363,8766,7537,13422,0.69,0.74,0.27,2.53
3166,2005,26934,34578,33275,36772,-0.46,-0.12,0.15,0.09
3167,2005,99330,125428,219689,229077,-0.04,0.12,0.71,0.72
3168,2005,141425,149444,199998,261683,0.35,-0.18,-0.35,-0.26
3169,2005,32568,30652,27609,36771,-0.1,0.08,-0.15,0.09
3171,2005,31653,26382,25911,45225,-0.12,-0.18,-0.2,0.13
3176,2005,1724,0,0,8277,1.84,-1,-1,21.07
3178,2005,52012,64423,57589,64571,-0.43,-0.31,-0.29,-0.02
3179,2005,302886,317393,161700,252946,1.71,1.75,0.04,-0.2
3183,2005,25580,14980,21904,21824,1.14,-0.32,0.1,-0.25
3186,2005,187816,228089,249930,222033,-0.57,-0.39,-0.08,-0.01
3188,2005,91188,73036,89190,92554,-0.21,-0.29,-0.13,-0.11
3189,2005,531961,737746,897305,1151123,-0.01,0.15,0.53,1.1
3190,2005,51335,61828,58796,66277,-0.36,-0.28,-0.26,-0.09
3191,2005,81619,87780,97070,102297,-0.12,-0.01,0.06,0.08
3192,2005,44026,49441,52826,17033,0.02,0.03,0.48,-0.5
3193,2005,373250,342810,313274,311361,0.55,-0.02,-0.08,-0.1
3195,2005,1969805,2727468,3257316,3080064,0.68,0.28,0.29,0.44
3197,2005,844,1817,1852,1189,0.04,-0.07,-0.54,-0.64
3202,2005,153344,129435,168990,173351,-0.23,-0.23,-0.07,-0.03
3205,2005,16210,6886,1602,3324,-0.1,-0.52,-0.66,-0.61
3206,2005,70585,90404,103657,98828,0.12,0.17,0.45,0.37
3207,2005,39848,44708,50565,45152,-0.05,0.15,0.02,-0.05
3209,2005,515639,428478,453951,599032,0.94,0.5,0.2,0.59
3211,2005,591615,544622,711287,688401,0.54,0.43,0.32,0.09
3213,2005,189175,150240,242214,277167,0.46,-0.06,0.15,0.39
3214,2005,96920,89144,171034,253000,-0.33,-0.38,0.21,1.11
3216,2005,1179503,1188645,1492749,870380,0.08,-0.25,-0.28,-0.6
3217,2005,273483,179312,127593,305408,0.4,-0.08,-0.57,-0.17
